MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,PavedDrive,PoolQC,Fence,MiscFeature,SaleType
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,NA,BrkFace,Gd,CBlock,TA,TA,No,BLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,BuiltIn,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5Fin,Gable,CompShg,Plywood,NA,None,TA,CBlock,NA,NA,NA,NA,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,COD
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,NA,None,Gd,BrkTil,Fa,TA,No,Unf,GasA,Gd,Y,SBrkr,Typ,NA,Detchd,Unf,TA,N,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,Gd,BrkTil,Fa,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,N,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,NA,Stone,TA,PConc,Ex,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,Tar&Grv,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Gd,BLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
FV,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,Stucco,NA,None,TA,BrkTil,Fa,Gd,Mn,Unf,GasA,Gd,Y,FuseA,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,Gable,CompShg,Plywood,NA,BrkFace,TA,CBlock,Fa,TA,Gd,ALQ,GasA,TA,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,None,TA,CBlock,Gd,TA,Av,ALQ,GasA,Gd,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,NA,None,TA,PConc,TA,TA,No,LwQ,GasA,TA,N,SBrkr,Typ,Gd,Detchd,Unf,Gd,P,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,NA,None,TA,BrkTil,TA,TA,No,Unf,Grav,Fa,N,FuseF,Typ,NA,NA,NA,NA,N,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,GdWo,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,NA,None,TA,CBlock,Gd,TA,No,Rec,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,Grvl,None,TA,BrkTil,TA,Fa,No,Unf,GasW,Fa,N,SBrkr,Min2,NA,2Types,Unf,Fa,N,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,NA,None,TA,CBlock,TA,TA,Av,ALQ,GasA,TA,Y,SBrkr,Typ,Po,Attchd,Fin,TA,Y,Gd,GdPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,NA,None,TA,CBlock,TA,TA,No,BLQ,GasA,TA,Y,FuseA,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,NA,None,TA,CBlock,TA,TA,No,BLQ,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,GdPrv,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Grvl,None,Gd,PConc,TA,TA,No,Unf,GasA,Fa,Y,SBrkr,Typ,Gd,Detchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,Fa,Detchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,NA,None,TA,CBlock,TA,TA,No,Unf,GasA,TA,N,SBrkr,Typ,NA,NA,NA,NA,N,NA,GdWo,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Gable,CompShg,ImStucc,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Fa,Attchd,RFn,TA,Y,NA,GdPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,Gd,CBlock,TA,TA,Gd,BLQ,GasA,Gd,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,P,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,NA,None,TA,BrkTil,TA,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,Gd,Detchd,Unf,TA,N,NA,MnPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,NA,BrkFace,TA,PConc,Gd,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,NA,None,Gd,CBlock,TA,Gd,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,CWD
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Gd,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,Pave,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,Gd,BLQ,GasA,TA,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Fin,TA,Y,NA,NA,NA,New
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,NA,None,TA,CBlock,Gd,TA,Gd,GLQ,GasA,TA,Y,SBrkr,Typ,Po,BuiltIn,RFn,TA,Y,NA,GdWo,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,Grvl,None,TA,BrkTil,TA,Fa,Mn,Unf,GasA,Gd,Y,FuseA,Typ,NA,Detchd,Unf,TA,N,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,NA,BrkFace,TA,CBlock,TA,TA,Mn,BLQ,GasA,Ex,Y,SBrkr,Typ,Po,Attchd,RFn,TA,Y,NA,MnPrv,NA,WD 
RM,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,Pave,None,Gd,BrkTil,TA,TA,No,Unf,GasA,Ex,N,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,Hip,CompShg,CemntBd,NA,BrkFace,TA,PConc,Ex,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,New
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Grvl,None,TA,BrkTil,TA,TA,No,ALQ,GasA,Ex,N,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,BuiltIn,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,PosN,PosN,1Fam,1Story,Hip,CompShg,VinylSd,NA,Stone,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,GdPrv,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,NA,None,Fa,BrkTil,TA,TA,No,Unf,GasA,TA,Y,FuseA,Typ,NA,Detchd,Unf,Fa,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,No,LwQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,NA,None,TA,CBlock,Gd,TA,Gd,GLQ,GasA,TA,Y,SBrkr,Typ,NA,NA,NA,NA,N,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Plywood,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,TA,N,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
C (all),Grvl,NA,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,NA,None,TA,PConc,Fa,Fa,No,Unf,GasA,Fa,N,SBrkr,Typ,NA,NA,NA,NA,N,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,Stone,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,ConLD
RL,Pave,NA,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,NA,Stone,TA,CBlock,Gd,TA,Gd,GLQ,GasA,TA,Y,SBrkr,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,Min2,NA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,Gd,CBlock,NA,NA,NA,NA,GasA,TA,N,SBrkr,Min1,NA,Detchd,Unf,TA,N,NA,NA,NA,ConLD
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,Fa,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RM,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Pave,None,TA,PConc,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Min2,Gd,Attchd,Unf,Fa,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,NA,BrkFace,TA,CBlock,Gd,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,TA,Attchd,Fin,Gd,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,Hip,CompShg,VinylSd,NA,None,Fa,Slab,NA,NA,NA,NA,GasA,Fa,N,SBrkr,Mod,NA,NA,NA,NA,N,NA,NA,Othr,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Ex,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Hip,CompShg,MetalSd,NA,BrkFace,TA,CBlock,TA,TA,Av,ALQ,GasA,Ex,Y,SBrkr,Typ,Fa,Detchd,Unf,TA,Y,NA,GdWo,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,NA,None,TA,CBlock,Gd,TA,No,Rec,GasA,Gd,Y,SBrkr,Typ,Gd,Attchd,Fin,Fa,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Mansard,CompShg,MetalSd,NA,None,TA,BrkTil,TA,Gd,No,Unf,GasA,TA,N,FuseA,Typ,NA,Detchd,Unf,Fa,P,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Grvl,None,TA,Stone,TA,TA,No,Unf,GasA,Gd,Y,FuseA,Typ,NA,NA,NA,NA,N,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,NA,BrkFace,TA,PConc,Ex,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,None,TA,BrkTil,Fa,TA,No,Unf,GasA,TA,N,FuseA,Min1,NA,NA,NA,NA,N,NA,GdWo,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,NA,BrkFace,TA,CBlock,Gd,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,MnPrv,NA,COD
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,Stone,TA,CBlock,Gd,Fa,No,ALQ,GasA,TA,Y,SBrkr,Min2,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,BrkFace,TA,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,1Story,Gable,CompShg,HdBoard,NA,None,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,Gd,Detchd,Unf,TA,Y,NA,GdPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,COD
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,NA,None,TA,CBlock,TA,TA,No,Unf,GasA,Gd,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,GdWo,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,NA,BrkCmn,TA,CBlock,Gd,TA,Gd,ALQ,GasA,Ex,Y,SBrkr,Typ,Po,Basment,Fin,TA,Y,NA,GdWo,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,MetalSd,NA,None,TA,BrkTil,Gd,Gd,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,Fa,N,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,None,Gd,CBlock,TA,TA,No,BLQ,GasA,Gd,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,PConc,Ex,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Pave,Stone,TA,PConc,Gd,TA,No,GLQ,GasA,Gd,Y,SBrkr,Typ,NA,Attchd,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,Gd,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,NA,NA,NA,Y,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Grvl,None,TA,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Unf,TA,N,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,COD
FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,Pave,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,NA,Stone,TA,PConc,Ex,Gd,No,GLQ,GasA,Gd,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,New
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,NA,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,NA,Stone,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
